Record_ID,Calling_Agents,Calling_Agents_Description
874,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A207F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
875,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A217F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
876,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A305F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
877,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A307FN%20Build/QP1A.190711.020),Android Download Manager 10 on Android
878,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A315F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
879,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A505F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
880,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A505FN%20Build/QP1A.190711.020),Android Download Manager 10 on Android
881,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A507FN%20Build/QP1A.190711.020),Android Download Manager 10 on Android
882,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A515F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
883,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A600F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
884,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A600FN%20Build/QP1A.190711.020),Android Download Manager 10 on Android
885,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A600G%20Build/QP1A.190711.020),Android Download Manager 10 on Android
886,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A605F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
887,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A705FN%20Build/QP1A.190711.020),Android Download Manager 10 on Android
888,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A715F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
889,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A750F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
890,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-A920F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
891,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-G887N%20Build/QP1A.190711.020),Android Download Manager 10 on Android
892,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-G965F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
893,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-J400F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
894,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-J600G%20Build/QP1A.190711.020),Android Download Manager 10 on Android
895,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-J600GF%20Build/QP1A.190711.020),Android Download Manager 10 on Android
896,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-J610F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
897,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-J720F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
898,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M015G%20Build/QP1A.190711.020),Android Download Manager 10 on Android
899,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M017F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
900,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M022G%20Build/QP1A.190711.020),Android Download Manager 10 on Android
901,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M105F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
902,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M105G%20Build/QP1A.190711.020),Android Download Manager 10 on Android
903,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M115F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
904,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M205F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
905,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M215F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
906,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M305F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
907,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M307F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
908,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M315F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
909,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-M405F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
910,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-N770F%20Build/QP1A.190711.020),Android Download Manager 10 on Android
911,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20SM-T295%20Build/QP1A.190711.020),Android Download Manager 10 on Android
912,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20STK-L21%20Build/HUAWEISTK-L21),Android Download Manager 10 on Android
913,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20STK-L22%20Build/HONORSTK-L22),Android Download Manager 10 on Android
914,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20STK-L22%20Build/HUAWEISTK-L22),Android Download Manager 10 on Android
915,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20STK-LX1%20Build/HONORSTK-LX1),Android Download Manager 10 on Android
916,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20Symphony%20Z32%20Build/QP1A.190711.020),Android Download Manager 10 on Android
917,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20CD7%20Build/QP1A.190711.020),Android Download Manager 10 on Android
918,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20CE7j%20Build/QP1A.190711.020),Android Download Manager 10 on Android
919,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20CE8%20Build/QP1A.190711.020),Android Download Manager 10 on Android
920,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20KD7%20Build/QP1A.190711.020),Android Download Manager 10 on Android
921,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20KD7h%20Build/QP1A.190711.020),Android Download Manager 10 on Android
922,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20KE6j%20Build/QP1A.190711.020),Android Download Manager 10 on Android
923,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20KE7%20Build/QP1A.190711.020),Android Download Manager 10 on Android
924,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20LC7%20Build/QP1A.190711.020),Android Download Manager 10 on Android
925,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20TECNO%20LC8%20Build/QP1A.190711.020),Android Download Manager 10 on Android
926,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20V2026%20Build/QP1A.190711.020),Android Download Manager 10 on Android
927,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20V2027%20Build/QP1A.190711.020),Android Download Manager 10 on Android
928,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20V2029%20Build/QP1A.190711.020),Android Download Manager 10 on Android
929,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20V2043%20Build/QP1A.190711.020),Android Download Manager 10 on Android
930,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201806%20Build/QP1A.190711.020),Android Download Manager 10 on Android
931,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201818%20Build/QP1A.190711.020),Android Download Manager 10 on Android
932,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201819%20Build/QP1A.190711.020),Android Download Manager 10 on Android
933,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201907%20Build/QP1A.190711.020),Android Download Manager 10 on Android
934,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201909%20Build/QP1A.190711.020),Android Download Manager 10 on Android
935,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201917%20Build/QP1A.190711.020),Android Download Manager 10 on Android
936,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201920%20Build/QP1A.190711.020),Android Download Manager 10 on Android
937,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201920_20%20Build/QP1A.190711.020),Android Download Manager 10 on Android
938,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201935%20Build/QP1A.190711.020),Android Download Manager 10 on Android
939,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201938%20Build/QP1A.190711.020),Android Download Manager 10 on Android
940,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20vivo%201951%20Build/QP1A.190711.020),Android Download Manager 10 on Android
941,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20VOG-L29%20Build/HUAWEIVOG-L29),Android Download Manager 10 on Android
942,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20YAL-L21%20Build/HUAWEIYAL-L61),Android Download Manager 10 on Android
943,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20Z16%20Build/QP1A.190711.020),Android Download Manager 10 on Android
944,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20Z28%20Build/QP1A.190711.020),Android Download Manager 10 on Android
945,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20Z30%20Build/QP1A.190711.020),Android Download Manager 10 on Android
946,AndroidDownloadManager/10%20(Linux;%20U;%20Android%2010;%20Z30%20pro%20Build/QP1A.190711.020),Android Download Manager 10 on Android
947,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20AC2001%20Build/RP1A.201005.001),Android Download Manager 11 on Android
948,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH1938%20Build/RP1A.200720.011),Android Download Manager 11 on Android
949,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH1969%20Build/RP1A.200720.011),Android Download Manager 11 on Android
950,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2043%20Build/RP1A.200720.011),Android Download Manager 11 on Android
951,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2059%20Build/RKQ1.200903.002),Android Download Manager 11 on Android
952,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2061%20Build/RKQ1.200903.002),Android Download Manager 11 on Android
953,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2113%20Build/RKQ1.200903.002),Android Download Manager 11 on Android
954,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2119%20Build/RP1A.200720.011),Android Download Manager 11 on Android
955,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2121%20Build/RP1A.200720.011),Android Download Manager 11 on Android
956,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2159%20Build/RKQ1.200903.002),Android Download Manager 11 on Android
957,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2213%20Build/RP1A.200720.011),Android Download Manager 11 on Android
958,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20CPH2219%20Build/RKQ1.201217.002),Android Download Manager 11 on Android
959,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20HD1901%20Build/RKQ1.201022.002),Android Download Manager 11 on Android
960,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20KB2001%20Build/RP1A.201005.001),Android Download Manager 11 on Android
961,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20M2002J9G%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
962,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20M2007J3SG%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
963,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20M2101K6G%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
964,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20M2101K6I%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
965,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20M2101K7AG%20Build/RKQ1.201022.002),Android Download Manager 11 on Android
966,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20M2101K7AI%20Build/RKQ1.201022.002),Android Download Manager 11 on Android
967,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Mi%20A3%20Build/RKQ1.200903.002),Android Download Manager 11 on Android
968,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Mi%20Note%2010%20Lite%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
969,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Nokia%202.2%20Build/RP1A.200720.011),Nokia Browser on Android
970,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Nokia%202.3%20Build/RP1A.200720.011),Nokia Browser on Android
971,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Nokia%204.2%20Build/RKQ1.200928.002),Nokia Browser on Android
972,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20POCO%20X2%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
973,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Primo%20N5%20Build/RP1A.200720.011),Android Download Manager 11 on Android
974,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20Redmi%20Note%209%20Pro%20Build/RKQ1.200826.002),Android Download Manager 11 on Android
975,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX2061%20Build/RKQ1.201112.002),Android Download Manager 11 on Android
976,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX2151%20Build/RP1A.200720.011),Android Download Manager 11 on Android
977,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX2161%20Build/RP1A.200720.011),Android Download Manager 11 on Android
978,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX2170%20Build/RKQ1.200903.002),Android Download Manager 11 on Android
979,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX2193%20Build/RP1A.200720.011),Android Download Manager 11 on Android
980,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX3081%20Build/RKQ1.201112.002),Android Download Manager 11 on Android
981,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20RMX3191%20Build/RP1A.200720.011),Android Download Manager 11 on Android
982,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A025F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
983,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A125F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
984,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A217F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
985,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A325F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
986,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A426B%20Build/RP1A.200720.012),Android Download Manager 11 on Android
987,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A505F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
988,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A5070%20Build/RP1A.200720.012),Android Download Manager 11 on Android
989,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A507FN%20Build/RP1A.200720.012),Android Download Manager 11 on Android
990,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A515F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
991,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A526B%20Build/RP1A.200720.012),Android Download Manager 11 on Android
992,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A705FN%20Build/RP1A.200720.012),Android Download Manager 11 on Android
993,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A705GM%20Build/RP1A.200720.012),Android Download Manager 11 on Android
994,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-A715F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
995,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-E625F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
996,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-F415F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
997,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-G781B%20Build/RP1A.200720.012),Android Download Manager 11 on Android
998,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-G970U1%20Build/RP1A.200720.012),Android Download Manager 11 on Android
999,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-G973F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1000,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-G975F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1001,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-G975U%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1002,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M215F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1003,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M307F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1004,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M307FN%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1005,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M315F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1006,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M317F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1007,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M405F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1008,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-M515F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1009,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20SM-N770F%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1010,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20TECNO%20KF8%20Build/RP1A.200720.011),Android Download Manager 11 on Android
1011,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20TECNO%20LC7%20Build/RP1A.200720.011),Android Download Manager 11 on Android
1012,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2022%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1013,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2025%20Build/RP1A.200709.001),Android Download Manager 11 on Android
1014,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2026%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1015,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2030%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1016,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2031%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1017,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2033%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1018,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2035%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1019,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2036%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1020,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2040%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1021,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2043%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1022,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20V2052%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1023,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20vivo%201818%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1024,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20vivo%201901%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1025,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20vivo%201901_19%20Build/RP1A.200720.012),Android Download Manager 11 on Android
1026,AndroidDownloadManager/11%20(Linux;%20U;%20Android%2011;%20vivo%201904%20Build/RP1A.200720.012),Android Download Manager 11 on Android
